val_loss,train_loss,train_value_mae,train_policy_acc,val_policy_acc,epoch,_step
4.829891681671143,4.999598979949951,0.3006651699542999,0.10074000060558319,0.17674000561237335,1,0
3.7347323894500732,3.766371965408325,0.28684374690055847,0.21264000236988068,0.22793999314308167,2,1
3.433197498321533,3.538665533065796,0.2854524552822113,0.24925999343395233,0.26396000385284424,3,2
3.3002424240112305,3.3729472160339355,0.28561508655548096,0.2730399966239929,0.28317999839782715,4,3
3.187065601348877,3.293179988861084,0.2822791337966919,0.28415998816490173,0.2990800142288208,5,4
3.1454732418060303,3.2040107250213623,0.28151509165763855,0.29541999101638794,0.3065800070762634,6,5
3.1106343269348145,3.1531600952148438,0.28053438663482666,0.3040800094604492,0.3073199987411499,7,6
3.0689196586608887,3.1253085136413574,0.27982237935066223,0.30702000856399536,0.3201799988746643,8,7
3.0434436798095703,3.0775818824768066,0.2757149934768677,0.31498000025749207,0.322299987077713,9,8
3.0051767826080322,3.0600228309631348,0.2760675251483917,0.31501999497413635,0.32688000798225403,10,9
3.0023159980773926,3.027588129043579,0.27497345209121704,0.3212999999523163,0.32635998725891113,11,10
2.947089433670044,3.0008156299591064,0.2737523913383484,0.3244999945163727,0.332179993391037,12,11
2.9441678524017334,2.9863743782043457,0.2718210220336914,0.3268600106239319,0.33340001106262207,13,12
2.9331109523773193,2.9557275772094727,0.27004745602607727,0.32839998602867126,0.33691999316215515,14,13
2.9141650199890137,2.9516794681549072,0.2694569230079651,0.3302600085735321,0.33726000785827637,15,14
2.893582582473755,2.939664363861084,0.27012160420417786,0.331959992647171,0.3386799991130829,16,15
2.8727478981018066,2.900520086288452,0.2686549723148346,0.3375599980354309,0.34191998839378357,17,16
2.8410885334014893,2.8915255069732666,0.2679693102836609,0.34106001257896423,0.346780002117157,18,17
2.8552823066711426,2.8699331283569336,0.26730453968048096,0.34327998757362366,0.34501999616622925,19,18
2.815195322036743,2.850184440612793,0.2654869258403778,0.3439199924468994,0.3517799973487854,20,19
2.8189587593078613,2.8600380420684814,0.2665577828884125,0.3402000069618225,0.3486599922180176,21,20
2.8103528022766113,2.8267505168914795,0.2645083963871002,0.34911999106407166,0.3467999994754791,22,21
2.7898125648498535,2.8301243782043457,0.26270821690559387,0.3454799950122833,0.3552800118923187,23,22
2.790260076522827,2.798373222351074,0.2617761492729187,0.3504999876022339,0.35067999362945557,24,23
2.7871434688568115,2.802405834197998,0.26290401816368103,0.35284000635147095,0.3551799952983856,25,24
2.75492525100708,2.7855136394500732,0.2615388333797455,0.3546200096607208,0.3567799925804138,26,25
2.740229368209839,2.7827563285827637,0.26024267077445984,0.3515999913215637,0.35690000653266907,27,26
2.745753765106201,2.7808399200439453,0.2621411085128784,0.3542400002479553,0.35986000299453735,28,27
2.746809720993042,2.7546613216400146,0.26135870814323425,0.3569200038909912,0.3589000105857849,29,28
2.7277438640594482,2.7588748931884766,0.25932711362838745,0.3561600148677826,0.3607800006866455,30,29
2.719053030014038,2.7437732219696045,0.26035749912261963,0.35732001066207886,0.363180011510849,31,30
2.7123827934265137,2.735764265060425,0.26028919219970703,0.3590399920940399,0.36281999945640564,32,31
2.7225894927978516,2.7314882278442383,0.25830337405204773,0.3594599962234497,0.3664399981498718,33,32
2.689378023147583,2.7301018238067627,0.25909918546676636,0.36281999945640564,0.36406001448631287,34,33
2.6888444423675537,2.733400344848633,0.2572301924228668,0.36000001430511475,0.3672800064086914,35,34
2.7037813663482666,2.709091901779175,0.26036354899406433,0.3634999990463257,0.3699199855327606,36,35
2.673743724822998,2.7046899795532227,0.2585162818431854,0.36434000730514526,0.36739999055862427,37,36
2.694185256958008,2.68204927444458,0.25748729705810547,0.36583998799324036,0.36970001459121704,38,37
2.657789468765259,2.6992990970611572,0.2586885094642639,0.3630000054836273,0.37049999833106995,39,38
2.6684231758117676,2.6886160373687744,0.25664758682250977,0.3668999969959259,0.3697800040245056,40,39
2.6694018840789795,2.684843063354492,0.25626257061958313,0.36800000071525574,0.37003999948501587,41,40
2.646207809448242,2.686145067214966,0.2558470666408539,0.36890000104904175,0.37351998686790466,42,41
2.65592622756958,2.6721549034118652,0.25570759177207947,0.36785998940467834,0.37163999676704407,43,42
2.6217055320739746,2.6747617721557617,0.25631242990493774,0.3692399859428406,0.3753800094127655,44,43
2.6330156326293945,2.670652151107788,0.25520581007003784,0.3668600022792816,0.37163999676704407,45,44
2.615694761276245,2.679154396057129,0.25632235407829285,0.3663400113582611,0.3749200105667114,46,45
2.647691249847412,2.6392290592193604,0.25376707315444946,0.37560001015663147,0.3744199872016907,47,46
2.6185755729675293,2.656038761138916,0.25499632954597473,0.370279997587204,0.3787800073623657,48,47
2.646820068359375,2.636773109436035,0.2552502751350403,0.3750399947166443,0.3738600015640259,49,48
2.6147708892822266,2.6540205478668213,0.2536300718784332,0.3691999912261963,0.3788599967956543,50,49
2.5976030826568604,2.6299126148223877,0.2530438005924225,0.3749000132083893,0.3786799907684326,51,50
2.5975213050842285,2.6343955993652344,0.2553260922431946,0.3704400062561035,0.3785400092601776,52,51
2.594590663909912,2.6248178482055664,0.2515222132205963,0.37369999289512634,0.3821600079536438,53,52
2.5898516178131104,2.6331706047058105,0.2557777762413025,0.3743399977684021,0.381879985332489,54,53
2.5774784088134766,2.6158173084259033,0.25211164355278015,0.3774999976158142,0.3804199993610382,55,54
2.5744760036468506,2.6163949966430664,0.2539093792438507,0.37845999002456665,0.3833000063896179,56,55
2.5849223136901855,2.6100149154663086,0.2541065514087677,0.37770000100135803,0.376120001077652,57,56
2.598262310028076,2.604529619216919,0.25207942724227905,0.3793199956417084,0.379720002412796,58,57
2.5593440532684326,2.5978641510009766,0.25344979763031006,0.3796199858188629,0.38523998856544495,59,58
2.577470302581787,2.5917184352874756,0.2516849637031555,0.379940003156662,0.38534000515937805,60,59
2.557253122329712,2.615339994430542,0.2527252733707428,0.37310001254081726,0.38464000821113586,61,60
2.561116933822632,2.587695598602295,0.25248387455940247,0.37922000885009766,0.38392001390457153,62,61
2.5608253479003906,2.597325086593628,0.2506882846355438,0.3795199990272522,0.384660005569458,63,62
2.554642915725708,2.581366777420044,0.24942058324813843,0.3809399902820587,0.3848400115966797,64,63
2.5621657371520996,2.586580991744995,0.2503623366355896,0.3796600103378296,0.38383999466896057,65,64
2.5461955070495605,2.5900628566741943,0.2501518428325653,0.37797999382019043,0.38736000657081604,66,65
2.5415515899658203,2.5878560543060303,0.2519610822200775,0.37880000472068787,0.3865399956703186,67,66
2.5400402545928955,2.5831990242004395,0.24992050230503082,0.3778800070285797,0.38464000821113586,68,67
2.543494701385498,2.578972816467285,0.24897457659244537,0.3807600140571594,0.3892199993133545,69,68
2.536895513534546,2.5620977878570557,0.24837453663349152,0.38477998971939087,0.38679999113082886,70,69
2.5517871379852295,2.5713555812835693,0.24764284491539001,0.38207998871803284,0.3833400011062622,71,70
2.542081117630005,2.5698962211608887,0.2482336312532425,0.38332000374794006,0.3879599869251251,72,71
2.5276105403900146,2.5763278007507324,0.2470279484987259,0.3811199963092804,0.3904399871826172,73,72
2.5227444171905518,2.556889772415161,0.24807026982307434,0.38745999336242676,0.3901599943637848,74,73
2.535494089126587,2.5518927574157715,0.24717840552330017,0.38495999574661255,0.38784000277519226,75,74
2.5195395946502686,2.5547142028808594,0.249286949634552,0.38951998949050903,0.39329999685287476,76,75
2.5069258213043213,2.55014705657959,0.24797843396663666,0.38523998856544495,0.3939000070095062,77,76
2.525611400604248,2.538698196411133,0.24794641137123108,0.3839600086212158,0.3886600136756897,78,77
2.5276944637298584,2.5432324409484863,0.24698905646800995,0.38905999064445496,0.3901599943637848,79,78
2.519319772720337,2.53287410736084,0.24510054290294647,0.38892000913619995,0.3903000056743622,80,79
2.5077030658721924,2.5503530502319336,0.24801819026470184,0.38161998987197876,0.39381998777389526,81,80
2.4945497512817383,2.5412862300872803,0.24725569784641266,0.3873800039291382,0.39423999190330505,82,81
2.51676344871521,2.526322841644287,0.2448931634426117,0.39278000593185425,0.3939400017261505,83,82
2.516930103302002,2.5277860164642334,0.24921534955501556,0.3899199962615967,0.38888001441955566,84,83
2.485596179962158,2.5233118534088135,0.24694737792015076,0.39089998602867126,0.3944000005722046,85,84
2.4888803958892822,2.5326881408691406,0.24405209720134735,0.3874000012874603,0.3962000012397766,86,85
2.502422571182251,2.526876449584961,0.2453690618276596,0.3893199861049652,0.3956199884414673,87,86
2.4860944747924805,2.528895616531372,0.24695105850696564,0.38822001218795776,0.398140013217926,88,87
2.4873952865600586,2.522770881652832,0.24411128461360931,0.3926999866962433,0.39612001180648804,89,88
2.498318672180176,2.5121958255767822,0.24415835738182068,0.390500009059906,0.3953399956226349,90,89
2.4910125732421875,2.5168704986572266,0.2444864809513092,0.3895600140094757,0.3961000144481659,91,90
2.4925413131713867,2.517878532409668,0.2444123774766922,0.38850000500679016,0.3960599899291992,92,91
2.4835119247436523,2.519364833831787,0.24399827420711517,0.3910199999809265,0.3953399956226349,93,92
2.4904544353485107,2.522416830062866,0.24354088306427002,0.3894999921321869,0.3977999985218048,94,93
2.4717466831207275,2.5159928798675537,0.24420636892318726,0.39274001121520996,0.3984600007534027,95,94
2.468853235244751,2.501129388809204,0.24452824890613556,0.3924799859523773,0.397460013628006,96,95
2.465670585632324,2.5067131519317627,0.24497148394584656,0.3932200074195862,0.39871999621391296,97,96
2.468838691711426,2.495516300201416,0.24442461133003235,0.3969799876213074,0.40035998821258545,98,97
2.4697844982147217,2.4977073669433594,0.2442224621772766,0.3964399993419647,0.39932000637054443,99,98
2.4792163372039795,2.4815316200256348,0.24351267516613007,0.3944399952888489,0.40101999044418335,100,99
2.458340644836426,2.508354425430298,0.24554312229156494,0.39076000452041626,0.40125998854637146,101,100
2.4463956356048584,2.502545118331909,0.24331632256507874,0.3934600055217743,0.4019800126552582,102,101
2.463486909866333,2.4982497692108154,0.24221448600292206,0.39329999685287476,0.40167999267578125,103,102
2.466550350189209,2.4921936988830566,0.24497370421886444,0.39489999413490295,0.40149998664855957,104,103
2.4588842391967773,2.483901023864746,0.24473121762275696,0.39621999859809875,0.39998000860214233,105,104
2.4483139514923096,2.5020430088043213,0.24172750115394592,0.394540011882782,0.40163999795913696,106,105
2.4440362453460693,2.496335506439209,0.2421998679637909,0.3960599899291992,0.4029400050640106,107,106
2.45927095413208,2.4857537746429443,0.24472151696681976,0.3944399952888489,0.4020400047302246,108,107
2.4472320079803467,2.500890016555786,0.24194976687431335,0.3928999900817871,0.4033600091934204,109,108
2.457780599594116,2.4772629737854004,0.24107179045677185,0.39711999893188477,0.40272000432014465,110,109
2.446913957595825,2.4726977348327637,0.24184082448482513,0.3981199860572815,0.4050599932670593,111,110
2.4660251140594482,2.487921714782715,0.2397976964712143,0.3944399952888489,0.402539998292923,112,111
2.4370696544647217,2.481684684753418,0.24245098233222961,0.3990800082683563,0.40446001291275024,113,112
2.434169292449951,2.4716906547546387,0.24372495710849762,0.4011799991130829,0.4058000147342682,114,113
2.4407804012298584,2.485837936401367,0.2399873584508896,0.397460013628006,0.40411999821662903,115,114
2.4591469764709473,2.485476493835449,0.24139775335788727,0.3970000147819519,0.4027799963951111,116,115
2.4548988342285156,2.4690799713134766,0.24093711376190186,0.40073999762535095,0.4012399911880493,117,116
2.441263437271118,2.480579137802124,0.2401285171508789,0.39570000767707825,0.4041999876499176,118,117
2.4539356231689453,2.476928234100342,0.2410012036561966,0.39910000562667847,0.4022600054740906,119,118
2.4238903522491455,2.4729409217834473,0.23969557881355286,0.3978399932384491,0.40408000349998474,120,119
2.427828073501587,2.4807658195495605,0.23977476358413696,0.39649999141693115,0.40544000267982483,121,120
2.432887077331543,2.474125623703003,0.24067875742912292,0.39640000462532043,0.4058600068092346,122,121
2.436469316482544,2.4666671752929688,0.24014726281166077,0.39796000719070435,0.4074400067329407,123,122
2.448923349380493,2.4611012935638428,0.23978620767593384,0.3993400037288666,0.40202000737190247,124,123
